tweet, polarity, negative, neutral, positive, compound
cm yogiadityanath refused meet family jailedrape accused formerminister gayatriprajapati residence,negative,0.355,0.645,0.0,-0.5267
virathindu bjp upcm yogiadityanath house packed family became death trap iraq mosul,negative,0.383,0.617,0.0,-0.7351
virathindu bjp upcm yogiadityanath tony award nomination without hamilton murky indeed,positive,0.0,0.741,0.259,0.5423
another day another muslim lynched yogiadityanath modi india tell shed tear indianarmy jawan die,negative,0.231,0.769,0.0,-0.5994
virathindu bjp upcm yogiadityanath fear losing pre existing condition protection gop,negative,0.392,0.608,0.0,-0.7003
bilbao msc champion upcm student right mda,positive,0.0,0.606,0.394,0.5994
great leader yogiadityanath yogiadityanathcmofup य ग अद त यन थ,positive,0.0,0.549,0.451,0.6249
virathindu bjp upcm yogiadityanath crash cuban military plane kill,negative,0.514,0.486,0.0,-0.8126
virathindu bjp upcm yogiadityanath champion league semifinal begin another madrid derby,positive,0.0,0.719,0.281,0.5994
yogiadityanath gov may remove underload till time coarse sand allotment take place construction work suffer,negative,0.2,0.8,0.0,-0.5423
maharashtra gujarat updiwas january yogiadityanath another strong pr gimmick bjp,positive,0.0,0.732,0.268,0.5106
virathindu bjp upcm yogiadityanath shocking ajit doval reveals biggest betrayal congress,negative,0.419,0.581,0.0,-0.7579
saveyourlungs daysfortubelightkateaser modiweakestpmever yogiadityanath best cm favorite among public,positive,0.0,0.493,0.507,0.802
relief yogiadityanath hc approves uttarpradesh govt new mining policy top news,positive,0.0,0.513,0.487,0.765
virathindu bjp upcm yogiadityanath trump say honored meet north korean leader,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath ninkovic win australian league player year award,positive,0.0,0.552,0.448,0.8074
virathindu bjp upcm yogiadityanath may day turn violent france america worker take str,negative,0.245,0.755,0.0,-0.5994
virathindu bjp upcm yogiadityanath two soldier killed mutilated pakistan army india,negative,0.31,0.69,0.0,-0.6705
virathindu bjp upcm yogiadityanath manish sisodia anna hazare fraud,negative,0.322,0.678,0.0,-0.5859
hello upcm come year miting de avance buenafe hall get free toasted siopao upcmeleksyon,positive,0.0,0.798,0.202,0.5106
yogiadityanath goverment celebrate updiwas january,positive,0.0,0.519,0.481,0.5719
watch upcmyogiadityanath keeping promise amp making better,positive,0.0,0.49,0.51,0.6369
virathindu bjp upcm yogiadityanath stokes stroke memorable century supergiant ipl win,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath celtic look like top seed warrior rested surging jazz,positive,0.0,0.719,0.281,0.5106
virathindu bjp upcm yogiadityanath cavs rocket comfortably win opener,positive,0.0,0.515,0.485,0.765
virathindu bjp upcm yogiadityanath resident forced move turkish neighborhood damaged clash,negative,0.396,0.604,0.0,-0.7096
virathindu bjp upcm yogiadityanath one militant shot four arrested london counter terrorism oper,negative,0.412,0.588,0.0,-0.8271
bjp win daily story via yogiadityanath,positive,0.0,0.568,0.432,0.5859
virathindu bjp upcm yogiadityanath mass eviction lebanon buries refugee debt,negative,0.407,0.593,0.0,-0.6705
yogiadityanath govt celebrate diwas january,positive,0.0,0.519,0.481,0.5719
virathindu bjp upcm yogiadityanath virender sehwag angry killing indian soldier,negative,0.49,0.51,0.0,-0.8271
virathindu bjp upcm yogiadityanath trump would happy another north korea nuclear test,positive,0.0,0.748,0.252,0.5719
virathindu bjp upcm yogiadityanath cia chief south korea talk nuclear threat posed north,negative,0.221,0.779,0.0,-0.5267
virathindu bjp upcm yogiadityanath resident forced move turkish neighborhood damaged clash,negative,0.396,0.604,0.0,-0.7096
uttarpradesh yogiadityanath government decides celebrate january diwas,positive,0.0,0.619,0.381,0.5719
virathindu bjp upcm yogiadityanath uk police shoot arrest others counterterror raid,negative,0.348,0.652,0.0,-0.5859
upcm strike petrol pump owner putting pressure stop raid mischief,negative,0.583,0.417,0.0,-0.7506
virathindu bjp upcm yogiadityanath qutub minar amp quwat ul islam mosque stand ruin jain hi,negative,0.213,0.787,0.0,-0.5859
virathindu bjp upcm yogiadityanath authority dead several hurt university texas stabbings,negative,0.453,0.471,0.076,-0.8126
virathindu bjp upcm yogiadityanath bbg hold panel medium world press freedom day,positive,0.0,0.724,0.276,0.6369
virathindu bjp upcm yogiadityanath crash cuban military plane kill,negative,0.514,0.486,0.0,-0.8126
virathindu bjp upcm yogiadityanath illegal hunter kill liberia forestry staff arrest,negative,0.572,0.428,0.0,-0.8934
virathindu bjp upcm yogiadityanath humanitarian crisis deepens car amid resurging violence,negative,0.477,0.523,0.0,-0.8481
upcm please help u troble due antriksh builder booked yr antriksh forest project work,positive,0.0,0.688,0.312,0.6124
request kind involvement please narendramodi pmoindia yogiadityanath upcmyogiadityanath upcm cmofficeup,positive,0.0,0.584,0.416,0.6908
upcm pls check antriksh builder forest sec noida project na listening u please help u,positive,0.0,0.613,0.387,0.6486
virathindu bjp upcm yogiadityanath trump say honored meet north korean leader,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath day history castro ban election declares cuba socialist co,negative,0.231,0.769,0.0,-0.5574
virathindu bjp upcm yogiadityanath hispanic immigrant sue michigan plant protest firing,negative,0.328,0.672,0.0,-0.5267
decided celebrate uttar pradesh diwas january minister siddharth nath singh upcm yogiadityanath,positive,0.0,0.748,0.252,0.5719
virathindu bjp upcm yogiadityanath mumbai indian beat gujarat lion super,positive,0.0,0.698,0.302,0.5994
yogiadityanath power yogi take action illegal supply electricity day,negative,0.31,0.69,0.0,-0.5574
bjp win daily story via bjp yogiadityanath,positive,0.0,0.612,0.388,0.5859
make road pothole free june yogi adityanath yogiadityanath sadaknirmannigam,positive,0.0,0.708,0.292,0.5106
sign time come crooked murderer ex mla likewise father seen upcm stage signal send,negative,0.261,0.739,0.0,-0.6808
please help get home save_iridia_buyers sec noida,positive,0.0,0.5,0.5,0.6124
virathindu bjp upcm yogiadityanath suspect charged count murder fresno rampage,negative,0.554,0.446,0.0,-0.8271
day elctricity complain lineman surendra ask bribe link conection dark fear yogiraj upcm,negative,0.429,0.571,0.0,-0.7579
virathindu bjp upcm yogiadityanath disney set may release star war episode ix,negative,0.262,0.738,0.0,-0.5994
virathindu bjp upcm yogiadityanath u economy expanded weakest pace year,negative,0.292,0.708,0.0,-0.5106
well per popular belief yogiadityanath good akhileshyadav govt let command police tighten,positive,0.0,0.536,0.464,0.7783
sir unitech horizon g noida handed since last year please support yogiadityanath,positive,0.0,0.643,0.357,0.6124
make road uttarpradesh pothole free june yogiadityanath,positive,0.0,0.645,0.355,0.5106
petrol pump strike today fear get caught yogiadityanath,negative,0.439,0.561,0.0,-0.5719
virathindu bjp upcm yogiadityanath preview uefa champion league semi final,positive,0.0,0.698,0.302,0.5994
yogiadityanath afraid meat eater ban restrict essential animal protein,negative,0.47,0.53,0.0,-0.7351
love amp friendship thing rich afford different take antiromeosquad yogiadityanath,positive,0.0,0.395,0.605,0.8934
virathindu bjp upcm yogiadityanath nadal beat thiem win th title barcelona,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath rio governor asks federal help fight violence slum,negative,0.364,0.489,0.147,-0.6124
virathindu bjp upcm yogiadityanath trooper ambush killer sentenced death pennsylvania,negative,0.571,0.429,0.0,-0.8519
virathindu bjp upcm yogiadityanath champion league semifinal spotlight atletico madrid,positive,0.0,0.698,0.302,0.5994
virathindu bjp upcm yogiadityanath hinduism real preserve protect revive glory hindu temple,positive,0.0,0.514,0.486,0.8176
virathindu bjp upcm yogiadityanath spark would enough wreck war america korea,negative,0.407,0.479,0.114,-0.7096
change mindset ruling party yogiadityanath bjp meeting top news,positive,0.0,0.609,0.391,0.5423
yogiadityanath wana honest cm like come rajasthan hanumangarh jn,positive,0.0,0.547,0.453,0.7003
virathindu bjp upcm yogiadityanath asean summit sidestep china threat,negative,0.298,0.702,0.0,-0.5267
virathindu bjp upcm yogiadityanath senegal introduce hpv vaccine battle cervical cancer,negative,0.438,0.562,0.0,-0.7906
virathindu bjp upcm yogiadityanath famed swiss climber killed near mount everest nepal,negative,0.29,0.71,0.0,-0.6705
virathindu bjp upcm yogiadityanath pentagon say america fight isi left civilian dead,negative,0.408,0.592,0.0,-0.7845
virathindu bjp upcm yogiadityanath italy renzi easily democratic party primary,positive,0.0,0.611,0.389,0.6249
make road pothole free june yogiadityanath politics news,positive,0.0,0.68,0.32,0.5106
pmo modi yogiadityanath narendramodi pathetic condition interior jalaun,negative,0.346,0.654,0.0,-0.5719
virathindu bjp upcm yogiadityanath hinduism real preserve protect revive glory hindu temple,positive,0.0,0.514,0.486,0.8176
yogiadityanath following blunder great putting animal man,positive,0.0,0.594,0.406,0.6249
become pm modi flop regarding kashmir cross border attack,negative,0.44,0.56,0.0,-0.6705
removing vip culture good start narendramodi yogiadityanath,positive,0.0,0.446,0.554,0.7351
virathindu bjp upcm yogiadityanath champion league semifinal spotlight real madrid,positive,0.0,0.698,0.302,0.5994
yogiadityanath government plan ban liquor near religious place school highway,negative,0.286,0.714,0.0,-0.5574
yogiadityanath government plan ban liquor near religious place school highway,negative,0.286,0.714,0.0,-0.5574
cm yogiadityanath ban liquorshops highway near educational institution religious place,negative,0.286,0.714,0.0,-0.5574
sensible decision kudos save money yogiadityanath distributes akhilesh yadav schoolbag,positive,0.0,0.552,0.448,0.7579
virathindu bjp upcm yogiadityanath killed storm flooding south midwest,negative,0.36,0.64,0.0,-0.6705
yogiadityanath mantra success development rashtrabhakti sustain uttarpradesh upcm,positive,0.0,0.654,0.346,0.5719
hello mr huge fan work amp decision best luck upcm,positive,0.0,0.337,0.663,0.8957
virathindu bjp upcm yogiadityanath australia warns nkorea reckless dangerous threat,negative,0.639,0.361,0.0,-0.8625
virathindu bjp upcm yogiadityanath thomas celtic much wizard win,positive,0.0,0.678,0.322,0.5859
virathindu bjp upcm yogiadityanath parent case student sex assault,negative,0.322,0.678,0.0,-0.5859
virathindu bjp upcm yogiadityanath french force kill jihadist mali burkina faso border,negative,0.299,0.701,0.0,-0.6908
lady beaten son came yogiadityanath immediately ordered arrest amp beat much beaten mother,negative,0.444,0.556,0.0,-0.7906
told much hope yogiadityanath first reached warmly welcomed,positive,0.0,0.299,0.701,0.8126
yogiadityanath yogisarkar respected sir plz listen jai hind,positive,0.0,0.577,0.423,0.5267
virathindu bjp upcm yogiadityanath lazio win rom napoli close gap point,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath police bounty hunter shot men one died charge sought,negative,0.231,0.769,0.0,-0.5574
virathindu bjp upcm yogiadityanath exclusive video outbreak kajol caught eating beef friend re,positive,0.0,0.701,0.299,0.5719
virathindu bjp upcm yogiadityanath italy renzi easily democratic party primary,positive,0.0,0.611,0.389,0.6249
virathindu bjp upcm yogiadityanath nadal beat thiem win th title barcelona,positive,0.0,0.725,0.275,0.5859
yogiadityanath refuse meet rape accused sp leader gayatriprajapati family,negative,0.603,0.397,0.0,-0.8442
virathindu bjp upcm yogiadityanath swimmer injured shark attack southern california beach,negative,0.392,0.608,0.0,-0.7003
virathindu bjp upcm yogiadityanath pentagon say america fight isi left civilian dead,negative,0.408,0.592,0.0,-0.7845
virathindu bjp upcm yogiadityanath french force kill jihadist mali burkina faso border,negative,0.299,0.701,0.0,-0.6908
upcm sir please help u family,positive,0.0,0.375,0.625,0.6124
cm sahab expect full undiluted implementation rera pls assure u full faith,positive,0.0,0.552,0.448,0.6705
virathindu bjp upcm yogiadityanath friendly fire killed soldier u afghanistan,negative,0.429,0.373,0.199,-0.5719
much appreciated yogiadityanath welldone,positive,0.0,0.476,0.524,0.5106
luck great leader country yogiadityanath newindia maankibaat,positive,0.0,0.413,0.587,0.7964
abpnewstv closed illegal slaughterhouse yogiadityanath via twitter,negative,0.375,0.625,0.0,-0.5574
closed illegal slaughterhouse yogiadityanath,negative,0.545,0.455,0.0,-0.5574
privateschoolfeehikeatrocity upcm sir ji hope also inspired gujrat delhi amp uttarakhand,positive,0.0,0.596,0.404,0.7269
virathindu bjp upcm yogiadityanath nice deal blow psg french title race win,positive,0.0,0.602,0.398,0.765
virathindu bjp upcm yogiadityanath lazio win rom napoli close gap point,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath warner century earns sunrisers big win knight rider,positive,0.0,0.743,0.257,0.5859
virathindu bjp upcm yogiadityanath mumbai indian beat gujarat lion super,positive,0.0,0.698,0.302,0.5994
virathindu bjp upcm yogiadityanath champion league semifinal spotlight monaco,positive,0.0,0.672,0.328,0.5994
virathindu bjp upcm yogiadityanath champion league semifinal spotlight juventus,positive,0.0,0.672,0.328,0.5994
virathindu bjp upcm yogiadityanath champion league semifinal spotlight real madrid,positive,0.0,0.698,0.302,0.5994
virathindu bjp upcm yogiadityanath champion league semifinal spotlight atletico madrid,positive,0.0,0.698,0.302,0.5994
virathindu bjp upcm yogiadityanath qutub minar amp quwat ul islam mosque built destroying hindu amp jain,negative,0.194,0.806,0.0,-0.5574
honestly best policy sir,positive,0.0,0.217,0.783,0.802
dear cm yogiadityanath want meet nirbhay singh district kasganj etah please call,positive,0.0,0.592,0.408,0.6369
upcm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence,negative,0.606,0.394,0.0,-0.9062
virathindu bjp upcm yogiadityanath u attack afghanistan kill kerela man joined isi,negative,0.464,0.536,0.0,-0.8316
prudent absolutely gutsy move save money yogiadityanath distributes akhilesh yadav schoolbag via,positive,0.0,0.761,0.239,0.5367
save money yogiadityanath distributes akhileshyadav schoolbag top news,positive,0.0,0.545,0.455,0.6124
bjp like ganga join let wrong turn good spectacular way yogiadityanath maintain law amp order,positive,0.143,0.507,0.35,0.5423
yogiadityanath refuse meet family rape accused gayatriprajapati,negative,0.695,0.305,0.0,-0.8442
virathindu bjp upcm yogiadityanath aap busy mcd election crpf put stack dead body,negative,0.264,0.736,0.0,-0.6486
retweeted india tv cm yogiadityanath refuse meet family jailed rape accused former,negative,0.606,0.394,0.0,-0.9062
abpnewstv cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati,negative,0.606,0.394,0.0,-0.9062
cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence,negative,0.606,0.394,0.0,-0.9062
cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence,negative,0.606,0.394,0.0,-0.9062
cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence,negative,0.606,0.394,0.0,-0.9062
cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence,negative,0.606,0.394,0.0,-0.9062
cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence pti,negative,0.577,0.423,0.0,-0.9062
retweeted press trust india cm yogiadityanath refuse meet family jailed rape accused,negative,0.544,0.31,0.146,-0.8402
cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence,negative,0.606,0.394,0.0,-0.9062
virathindu bjp upcm yogiadityanath famed swiss climber killed near mount everest nepal,negative,0.29,0.71,0.0,-0.6705
virathindu bjp upcm yogiadityanath italy renzi easily win democratic party primary,positive,0.0,0.473,0.527,0.836
cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence,negative,0.606,0.394,0.0,-0.9062
cm yogiadityanath refuse meet family jailed rape accused former minister gayatriprajapati residence,negative,0.606,0.394,0.0,-0.9062
virathindu bjp upcm yogiadityanath pope push human right end violence venezuela,negative,0.291,0.709,0.0,-0.6249
type leader make proud u another good decision upcm,positive,0.0,0.5,0.5,0.7184
family rape accused gayatriprajapati approach yogiadityanath seeking justice,negative,0.451,0.327,0.222,-0.5423
virathindu bjp upcm yogiadityanath disney set may release star war episode ix,negative,0.262,0.738,0.0,-0.5994
virathindu bjp upcm yogiadityanath asean summit sidestep china threat,negative,0.298,0.702,0.0,-0.5267
let salute spirit amp hard work labour dedication deserves dignity amp respect happy labourday indian upcm,positive,0.059,0.466,0.475,0.8689
virathindu bjp upcm yogiadityanath john legend named st recipient new social justice award,positive,0.0,0.615,0.385,0.7845
virathindu bjp upcm yogiadityanath senegal introduce hpv vaccine battle cervical cancer,negative,0.438,0.562,0.0,-0.7906
hoose bhoomafia builder threatening kill however despite tall high order upcm sri yogiji,negative,0.424,0.576,0.0,-0.8442
virathindu bjp upcm yogiadityanath preview uefa champion league semi final,positive,0.0,0.698,0.302,0.5994
yogiadityanath reputation uttarakhand uttarpradesh india templemade priest yet speaks dumb medium mediabias tvpur,negative,0.216,0.784,0.0,-0.5106
dear sir would eagerly waiting see state implement original form upcm come forward first,positive,0.0,0.595,0.405,0.7579
rais likayat qureshi great job islamicstate islamophobicera muslim yogisarkar yogiadityanath sonuazaandebate,positive,0.0,0.709,0.291,0.6249
sir lot corruption noida authority planning department asking money map approval completion certificate,positive,0.0,0.714,0.286,0.5267
jaipurpolice new lady police petrol unit inspire yogiadityanath,positive,0.0,0.654,0.346,0.5719
virathindu bjp upcm yogiadityanath suspect stockholm truck attack released,negative,0.431,0.569,0.0,-0.6486
virathindu bjp upcm yogiadityanath dad reveals hawaii site say dumped dead son,negative,0.412,0.588,0.0,-0.7906
family rape accused gayatriprajapati approach yogiadityanath seeking justice,negative,0.451,0.327,0.222,-0.5423
virathindu bjp upcm yogiadityanath trump would happy another north korea nuclear test,positive,0.0,0.748,0.252,0.5719
virathindu bjp upcm yogiadityanath french election western social contract threat,negative,0.274,0.726,0.0,-0.5267
virathindu bjp upcm yogiadityanath forgiveness contentment life,positive,0.0,0.521,0.479,0.5574
virathindu bjp upcm yogiadityanath new document proof show actively mm sonia govt protected zakir n,positive,0.0,0.698,0.302,0.6369
virathindu bjp upcm yogiadityanath spark would enough wreck war america korea,negative,0.407,0.479,0.114,-0.7096
virathindu bjp upcm yogiadityanath trump team softens war talk vow pressure nkorea,negative,0.379,0.621,0.0,-0.7269
cm yogiadityanath say treat muslim uttarpradesh similar way treat hindu kashmir,positive,0.0,0.625,0.375,0.6597
virathindu bjp upcm yogiadityanath hollywood producer testifies robert durst murder case,negative,0.32,0.68,0.0,-0.6908
slogan protect cow honest effort needed yogiadityanath,positive,0.0,0.459,0.541,0.7096
lucknow family member rape accused gayatriprajapati met cm yogiadityanath allahabad high court staying bail granted,negative,0.33,0.574,0.096,-0.7096
virathindu bjp upcm yogiadityanath isi converted hindu targeted terror operation india,negative,0.254,0.746,0.0,-0.5267
virathindu bjp upcm yogiadityanath china issue ban many muslim name xinjiang,negative,0.265,0.735,0.0,-0.5574
virathindu bjp upcm yogiadityanath egypt tourism official insist popular site safe,positive,0.0,0.612,0.388,0.6908
virathindu bjp upcm yogiadityanath wikipedia founder launch site fight fake news,negative,0.388,0.612,0.0,-0.6908
yogi scrapping holiday help govt earn extra k crore yogiadityanath upcm,positive,0.0,0.597,0.403,0.6597
watch upcmyogiadityanath keeping promise amp making better baahubalitheconclusion mannkibaat,positive,0.0,0.574,0.426,0.6369
virathindu bjp upcm yogiadityanath one militant shot four arrested london counter terrorism oper,negative,0.412,0.588,0.0,-0.8271
best wish labourer worker around world may day upcm,positive,0.0,0.504,0.496,0.7845
virathindu bjp upcm yogiadityanath reason spark criticism teen suicide depiction,negative,0.454,0.429,0.117,-0.7579
yogiadityanath narendramodi labourday problem_faced_by_people please share must go link,positive,0.0,0.609,0.391,0.5423
yogiadityanath firebrand leader animal lover read story,positive,0.0,0.612,0.388,0.5859
virathindu bjp upcm yogiadityanath middlesbrough help survival bid win sunderland,positive,0.0,0.552,0.448,0.7579
virathindu bjp upcm yogiadityanath jury find aggravating factor yuma murder case,negative,0.434,0.566,0.0,-0.7845
virathindu bjp upcm yogiadityanath big breaking preeti jain sentenced plotting kill madhur bhanda,negative,0.345,0.655,0.0,-0.7003
virathindu bjp upcm yogiadityanath german ban full face veil public servant go ahead,negative,0.231,0.769,0.0,-0.5574
virathindu bjp upcm yogiadityanath police bounty hunter shot men one died charge sought,negative,0.231,0.769,0.0,-0.5574
virathindu bjp upcm yogiadityanath man arrested london suspicion terrorism,negative,0.632,0.368,0.0,-0.8834
nation want know ever become donkey free yogiadityanath,positive,0.0,0.566,0.434,0.5574
sir plz resolve security issue trans delhi signature city ghaziabad upsidc residential plz make freehold yogiadityanath,positive,0.0,0.542,0.458,0.743
yogiadityanath new hate speech minority,negative,0.481,0.519,0.0,-0.5719
virathindu bjp upcm yogiadityanath motive delaware trooper fatal shooting standoff,negative,0.28,0.72,0.0,-0.5423
virathindu bjp upcm yogiadityanath minority welfare injustice majority,negative,0.346,0.654,0.0,-0.5719
hilarious although wish yogiadityanath would actually consider getting rid lovejihad gadhas street,positive,0.0,0.649,0.351,0.6597
virathindu bjp upcm yogiadityanath awesome suggestion major gaurav arya beat bush,positive,0.0,0.709,0.291,0.6249
virathindu bjp upcm yogiadityanath claim responsibility baghdad bomb kill,negative,0.53,0.47,0.0,-0.836
slogan protect cow honest effort needed yogiadityanath politics news,positive,0.0,0.543,0.457,0.7096
best best yogiadityanath ji,positive,0.0,0.192,0.808,0.8555
action taken cow vigilante btw wish compare yogiadityanath hafizsaeed ha,positive,0.0,0.611,0.389,0.6249
virathindu bjp upcm yogiadityanath oscar winning director jonathan demme dy,positive,0.0,0.726,0.274,0.5267
yogiadityanath scrapping holiday help govt earn extra k crore uttarpradesh government,positive,0.0,0.597,0.403,0.6597
cow cannot protected slogan honest effort needed say yogiadityanath top news,negative,0.343,0.537,0.121,-0.5119
cow cannot protected slogan honest effort needed say yogiadityanath,negative,0.422,0.578,0.0,-0.6259
virathindu bjp upcm yogiadityanath rio governor asks federal help fight violence slum,negative,0.364,0.489,0.147,-0.6124
yogiadityanath killer killed wife bjpwithcriminals,negative,0.746,0.254,0.0,-0.8689
legislator accused killing wife share stage yogi adityanath news amanmanitripathi yogiadityanath,negative,0.393,0.476,0.131,-0.6597
cm yogiadityanath draw flak sharing stage murder accused mla amanmanitripathi,negative,0.413,0.419,0.168,-0.6249
uttarpradesh cm yogiadityanath draw flak sharing stage murder accused mla,negative,0.413,0.419,0.168,-0.6249
upcm good decision best,positive,0.0,0.22,0.78,0.7964
yogiadityanath sir good going belong happy ur work,positive,0.0,0.476,0.524,0.765
yogiadityanath draw flak sharing stage murder accused mla politics news,negative,0.413,0.419,0.168,-0.6249
गड ढ म क त donkey free medium translate word hindi india timesofindia yogiadityanath,positive,0.0,0.732,0.268,0.5106
commend upcmyogiadityanath awesome job,positive,0.0,0.222,0.778,0.7906
upcm set june deadline make road pothole free intently something better nothing,positive,0.0,0.617,0.383,0.7351
even p yogiadityanath appreciated speech hamburger happened fakenews firstamendment,positive,0.0,0.68,0.32,0.5106
yogiadityanath draw flak sharing stage murder accused mla uttarpradesh,negative,0.439,0.382,0.178,-0.6249
virathindu bjp upcm yogiadityanath massive earthquake hit philippine casualty,negative,0.298,0.702,0.0,-0.5267
day elctricity complain lineman surendra ask bribe link conection dark fear yogiraj yogiadityanath,negative,0.429,0.571,0.0,-0.7579
road as pothole free june yogiadityanath,positive,0.0,0.602,0.398,0.5106
virathindu bjp upcm yogiadityanath disney set may release star war episode ix,negative,0.262,0.738,0.0,-0.5994
justin divided great man according caste uttarpradesh cm yogiadityanath read,positive,0.0,0.687,0.313,0.6249
virathindu bjp upcm yogiadityanath sukma attack nitish tejaswi pay tribute martyred,negative,0.333,0.667,0.0,-0.5423
virathindu bjp upcm yogiadityanath dad reveals hawaii site say dumped dead son,negative,0.412,0.588,0.0,-0.7906
biasedjustice asharam bapu ji granted bail people make fun sys mannkibaat yogiadityanath modi,positive,0.0,0.675,0.325,0.6486
yogiadityanath set june deadline make road pothole free yogisarkar upcm,positive,0.0,0.732,0.268,0.5106
show callous attitude concerned person inspire best effort yogiadityanath whip required,positive,0.0,0.533,0.467,0.836
upcm bad feel see child park builder possessed every child park allahabad,negative,0.241,0.759,0.0,-0.5423
virathindu bjp upcm yogiadityanath focus turn senator doctor guilty medicare fraud,negative,0.423,0.577,0.0,-0.765
police best yogiadityanath,positive,0.0,0.323,0.677,0.6369
nautanwa independent mla amanmanitripathi accused murdering wife arrives meet cm yogiadityanath gorakhpur,negative,0.394,0.606,0.0,-0.7579
sharing stage yogiadityanath murder accused mla amanmani tripathi today arrives meet cm,negative,0.369,0.481,0.15,-0.6249
nautanwa independent mla amanmanitripathi accused murdering wife arrives meet cm yogiadityanath gorakhpur,negative,0.394,0.606,0.0,-0.7579
gorakhpur sharing stage yogiadityanath murder accused mla amanmani tripathi today arrives meet cm,negative,0.35,0.508,0.142,-0.6249
bjp win daily story via bjp yogiadityanath,positive,0.0,0.612,0.388,0.5859
virathindu bjp upcm yogiadityanath u economy expanded weakest pace year,negative,0.292,0.708,0.0,-0.5106
dont take law hand spared cm yogiadityanath violator top news,negative,0.407,0.472,0.121,-0.6402
virathindu bjp upcm yogiadityanath act bravery alone soldier showered attack terrorist single h,negative,0.467,0.381,0.152,-0.765
awesome shirt yogiadityanath amitshah amitabhbachan narendramodi,positive,0.0,0.549,0.451,0.6249
